n,const_,sum_,prod_,direct_poly,horners_poly,bubblesort.sort,quicksort.sort,timsort.sort,matrix_mult
507,1.2078000054316362e-06,0.00011692439998114423,0.00012634620002245357,0.0003430832000049122,0.0003335084000354982,0.0303685969999151,0.0013740152000082163,0.0020910442000058537,0.0022687201999360695
508,1.1743999948521377e-06,0.00011657939990072919,0.00012559679994410543,0.00034413200000926736,0.00033849640008156714,0.030120109000063167,0.0013623740000184626,0.0020875228000022616,0.0022411877999275022
509,1.2415999663062395e-06,0.00011615540006459923,0.00012762580004164193,0.0003445829999691341,0.00033837740002127246,0.03047522720003144,0.001372624800023914,0.002121570600002087,0.0023566529999698104
510,1.2900000456284034e-06,0.00011611320005613379,0.0001266032000330597,0.0003489819999686006,0.00034159880001425333,0.03043325260000529,0.0013734214000123758,0.0021079714000279636,0.0023024195998914364
511,1.2762000096699921e-06,0.00011876660009875195,0.00012772200007020728,0.0003479417999642465,0.0003407418000733742,0.031740572799981236,0.0013792274000479666,0.0020960918000128004,0.0023123194000163492
512,1.2087999493815006e-06,0.00011858439997922688,0.00013093060006212908,0.0003564972000731359,0.0003425890000016807,0.030441686599988315,0.0013848179999513377,0.002035396600012973,0.002280275199973403
513,1.2759999663103372e-06,0.00011817560002782556,0.0001279859999613109,0.00035002840008928614,0.00034232140001222433,0.031219136000072468,0.001384132600060184,0.00196457979996012,0.002304669599971021
514,1.1328000255161897e-06,9.697599998617079e-05,0.00010495920000721525,0.000272397800017643,0.0002618345999962912,0.03142002980002871,0.0013873262000288378,0.0019734650000373223,0.0022882740000568446
515,1.3274000593810343e-06,0.00011763139996219251,0.000127717199984545,0.00035088640001958995,0.00034403300005578783,0.030917371599934997,0.0013946168000074977,0.0019697408000411087,0.0023139148000609565
516,1.4096000086283312e-06,0.00012137140006416303,0.00013287020001371275,0.00035298620000503436,0.0003430693999689538,0.031023535200029075,0.0013947916000233817,0.0019756174000121972,0.0022813766000126636
517,1.2446000710042426e-06,0.00012252599999555968,0.00013550319999922067,0.0003523989999848709,0.0003423281999857863,0.0306409419999909,0.0014005922000251303,0.0019846740000048157,0.002324095999892961
518,1.4528000065183733e-06,0.00012121320000915147,0.000131924400011485,0.0003517407999424904,0.0003425235999202414,0.03179495320005117,0.0014008757999363296,0.001982305199953771,0.002343533000021125
519,1.3251999916974456e-06,0.0001228218000051129,0.00013289679995978076,0.00035282600001664834,0.00034425740000187943,0.030906796199951715,0.0014043971999853967,0.001991777400007777,0.002349934400035636
520,1.3930000022810418e-06,0.0001228577999427216,0.00013177380005799933,0.0003550760000052833,0.0003702068000620784,0.030756854800029033,0.0014123658000244177,0.0020059020000644523,0.002303466600005777
521,1.4560000181518262e-06,0.000122777600063273,0.0001330160000179603,0.0003555910000613949,0.00036908620004396655,0.031158112999992226,0.0014061793999189832,0.0020072474000244257,0.0023358195999662714
522,1.5482000435440568e-06,0.00012358079998193717,0.00013395459995990677,0.0003541036000569875,0.0003702011999394017,0.031177550199981852,0.0014136702000087098,0.0020092535999992832,0.0023815696000383467
523,1.327600011791219e-06,0.00012452399996618624,0.00013394420006989093,0.0003532111999902554,0.00037101279999660617,0.030687815999999656,0.0014192983999691932,0.002018625399978191,0.0023809876000541407
524,1.4741999621037394e-06,0.00012520099999164814,0.00013786400004391907,0.00035472760005177405,0.0003699260000757931,0.031048252199980197,0.0014156222000110575,0.002008917799912524,0.00236782600004517
525,1.507600018157973e-06,0.00012426420003066596,0.00013433059993985807,0.00035632620001706526,0.00037144459993214695,0.030761610400031714,0.0014207503999386973,0.0020212941999488976,0.0024099693999687587
526,1.3972000488138292e-06,0.0001242964000084612,0.00013509619993783416,0.00035533820000637205,0.0003721766000126081,0.03179986460008877,0.001423236399932648,0.0020223752000219975,0.002415489800114301
527,1.5676000202802242e-06,0.00012374899997666944,0.00013423199998214842,0.00035608140001386346,0.00037238960003378453,0.03063654199991106,0.0014273102000061043,0.0020475751999583735,0.0024392610000177227
528,1.4403999557544012e-06,0.0001243866000095295,0.00013682779999726335,0.00035796220004158386,0.0003735977999440365,0.031053375399960715,0.0014344905999678303,0.0021464302000367753,0.003972740799918028
529,1.48120002450014e-06,0.0001244435999524285,0.00013625439992210887,0.0003555302000222582,0.00037454919997799153,0.03137211159996696,0.0014352987999700418,0.0020420973999989655,0.002457652999964921
530,1.4361999092216138e-06,0.00012597380004990554,0.00013887759996578097,0.0003588413999750628,0.00037647560002369574,0.03202775220006515,0.0014414394000141328,0.00204407760002141,0.002454778000083024
531,1.2967999737156787e-06,0.00011976760006291443,0.0001309996000600222,0.0003589414000998659,0.0003510139999889361,0.032022113999983046,0.0014353427999594715,0.0020528606000425496,0.002448898399961763
532,1.3015999684284907e-06,0.000121028200010187,0.00013135040007909992,0.00035818300002574686,0.00035094739996566204,0.032268294599862204,0.0014425731999835989,0.002063102199963396,0.002455493000024944
533,1.3894000403524842e-06,0.00012706100010291267,0.0001382097999794496,0.0003602369999498478,0.0003779973999826325,0.03130696280004486,0.001448590800009697,0.0020658679999542074,0.002491697599998588
534,1.3729999864153796e-06,0.00012146180001764151,0.00013179600005059912,0.00036053119997632167,0.0003523833999679482,0.03321593760006181,0.0014478659999895172,0.002081081800042739,0.0024871964000340086
535,1.20159998004965e-06,0.00012034299998049391,0.00013381300000219197,0.0003628393998951651,0.00035390400007599964,0.03209874220001439,0.0014558869999746094,0.0020757270000103744,0.0024993374000132464
536,1.5143999917199834e-06,0.00012673219998760032,0.00013744960006079054,0.00036192640000081154,0.00037932840004941684,0.0316847534000317,0.0014576091999970232,0.0020592159999523576,0.002466085199966983
537,1.2086000424460508e-06,0.00012125020002713427,0.00013204180004322552,0.000364642200020171,0.0003542831999766349,0.03258544559998881,0.001458799599959093,0.002082363399949827,0.0025039955999091035
538,1.317000032940996e-06,0.000120976200014411,0.00013381540002228577,0.0003646299999218172,0.00035591899995779386,0.03360376420000648,0.001459954599977209,0.0020804060000045865,0.002525536400025885
539,1.2306000371609116e-06,0.00012035619997732283,0.0001306969999859575,0.0003641948000222328,0.0003557049999017181,0.03236407180002061,0.0014636414000506193,0.002092921599978581,0.002517905200011228
540,1.3809999472869094e-06,0.00012079120006092126,0.00013135579997651802,0.0003662271999473887,0.00035716140000658926,0.03265608779993272,0.0014681232000384626,0.0021110895999754574,0.0025229095999748097
541,1.3408000086201354e-06,0.0001270164000288787,0.00013803820006614843,0.0003672058000574907,0.0003832478000276751,0.03185933599997952,0.0014685811999697763,0.0020948758000031375,0.004576628799941318
542,1.409800006513251e-06,0.00010026380000454083,0.00010658060000423575,0.00029986720005581446,0.0004365606000646949,0.032182354799897436,0.0014777582000078838,0.0020972389999315056,0.0025640886000019235
543,1.3609999314212473e-06,0.00012013300001854078,0.00013162560003365797,0.00036670520003099225,0.00035789739995379933,0.03286155780006084,0.0014738961999682942,0.0021022256000378546,0.002563893199976519
544,1.2040000001434237e-06,0.0001207566000175575,0.0001335047999418748,0.00036797640004806456,0.00035927759990954654,0.033005919400056885,0.0014827823999894463,0.002223303000073429,0.002513998000085849
545,1.4633999853685964e-06,0.000124749799942947,0.00013742420001108257,0.00036785560000680563,0.00038227839995670366,0.03214462719997755,0.001481547799994587,0.0041026318000604075,0.002564020799854916
546,1.2250000054336851e-06,0.00012236839997967764,0.00013409019998107398,0.0003710411999691132,0.00035987860001114315,0.032968510599948785,0.0014907205999861617,0.0021334797998861176,0.0025681776000055835
547,1.5171999621088617e-06,0.00011999999996987753,0.00013330059991858433,0.00037210500004221104,0.00036091340002712967,0.03370370640000146,0.0014898089999860532,0.0021406336000382,0.0025629427999319886
548,1.3070000022707972e-06,0.00011969499996666855,0.00013107560002936224,0.0003732164000211924,0.00036265600001570417,0.03355220939997707,0.001492111399966234,0.002146155200080102,0.0025855678000425543
549,1.2280000646569534e-06,0.00012311279997447854,0.00013132619997122675,0.00037127219998183135,0.00035929900000155615,0.03687219759999607,0.00149240060000011,0.00214718899997024,0.0025974212000619444
550,1.2355999842839083e-06,0.0001217462000568048,0.0001335733999894728,0.0003737711999747262,0.0003631666000273981,0.03330583439997099,0.001502780199962217,0.0021506829999907496,0.0026049632000194833
551,1.5222000001813286e-06,0.00012267959996279388,0.00013247480001155054,0.0003718727999967086,0.0003621432000272762,0.0332349336000334,0.0014981197999986763,0.0021541463999710684,0.002614354999968782
552,1.2771999990945915e-06,0.00012338359993009363,0.0001383008000175323,0.0003722498000115593,0.00036274300005061376,0.033020033799994054,0.0015034005999950751,0.0021524186000078773,0.002581161400030396
553,1.324800041402341e-06,0.00012124880004193983,0.00013311759998941853,0.0003759324000384368,0.0003643149999788875,0.03470687360008924,0.0015049380001073587,0.002156766200050697,0.0026289839999662943
554,1.3020001006225357e-06,0.0001236632000654936,0.0001344448000054399,0.00037493980003091567,0.0003647141999863379,0.033523454399983166,0.0015113259999907313,0.0021567456000411767,0.0026229269999475946
555,1.1600000561884372e-06,0.00012242280004102213,0.00013487999995049905,0.00037539319996540146,0.00036501839990705777,0.033753757799968295,0.001512776399977156,0.002167000800000096,0.002649437400032184
556,1.593000069988193e-06,0.0001225696000346943,0.00013613600003736792,0.0003762726000331895,0.00036439899995457383,0.03408251700002438,0.001518041600002107,0.00217289760003041,0.005912044800061267
557,1.143200051956228e-06,0.0001288237999233388,0.0001337078000233305,0.00037539420000030075,0.00036609280009543,0.033658373399975974,0.001515934200006086,0.0021829557999808458,0.002668094199952975
558,1.2199999673612182e-06,0.00012425300001268625,0.0001359109999611974,0.0003774583999529568,0.0003676002000247536,0.03365376840001773,0.0015230777999931887,0.0021765512000911256,0.0026813532000232953
559,1.3853999462298817e-06,0.00012734619999719144,0.00013550599996960954,0.00037716839997301574,0.0003675141999792686,0.03413752320007006,0.0015291120000256342,0.0021876874000099633,0.0026774921999731306
560,1.3578000107372644e-06,0.00012385079999148728,0.00013731799999732174,0.00037965180003993735,0.00036952900004507685,0.03703082499996526,0.0015309815999899,0.0022988983999766787,0.0026601049999499084
561,1.2412500609570998e-06,0.00012479540000640555,0.00013646640004481015,0.00038033019995964423,0.0003695859999879758,0.034060578599974176,0.00153158720004285,0.002200147800022023,0.0026988914000412477
562,1.366600008623209e-06,0.00012436239999260578,0.00013629820000460313,0.0003782184000556299,0.0003717772000072728,0.033980140400035455,0.0015390724000098998,0.002204102799987595,0.002732907800009343
563,1.38779992084892e-06,0.00012452660002963966,0.00013458919993354358,0.0003798180000103457,0.00037024840003141435,0.034113859800027055,0.0015361264000603113,0.0022179403999416534,0.002677942999980587
564,1.163200022347155e-06,0.00012349839998933022,0.00013639519993375871,0.000381326600063403,0.00037195500008238016,0.03507286379999641,0.0015455140000540269,0.002205968799944458,0.002720986200029074
565,1.2239999705343507e-06,0.00012398100002428692,0.00013465719998748683,0.0003821473999778391,0.0003716864000125497,0.03413831799994114,0.0015407106000111526,0.0022123362000456837,0.0027269852000245008
566,1.2907999916933478e-06,0.00012731040005746762,0.00013437740003610087,0.0003834774000097241,0.00037222780006231917,0.03435977179997281,0.001548698599981435,0.002217289200052619,0.0027287169999453908
567,1.2512000466813333e-06,0.00012454600000637582,0.00013481440000759904,0.00038413199999922656,0.0003741559999980382,0.034341823200065846,0.0015479511999274109,0.002241329200023756,0.002729751199967723
568,1.2737999895762186e-06,0.00012547359997370223,0.0001356457999918348,0.00038278179995359095,0.000376615999994101,0.0345371299999897,0.0015488411999285746,0.0022405799999887675,0.0026884269999754907
569,1.3373999991017627e-06,0.00012548200002129306,0.0001351033999981155,0.00038354160001290437,0.0003740225999536051,0.034502021400021475,0.0015508838000187098,0.0022412429999803863,0.002762316600046688
570,1.2250000054336851e-06,0.00012432260000423413,0.00013644600003317464,0.00038361280003300634,0.0003747745999589824,0.034645418399986735,0.0015599003999795969,0.0022615630000018426,0.0027594610000051035
571,1.4797999938309659e-06,0.00012743180000143183,0.00013509539990081977,0.0003866932000619272,0.00037555339995378747,0.037596397600009365,0.001560028199946828,0.002256434199944124,0.0027823408000585913
572,1.1910000239367946e-06,0.0001238832000126422,0.00013544359999286825,0.0003848488000130601,0.0003787640000155079,0.03475676419998308,0.001567699600036576,0.0022536090000357945,0.002762484999902881
573,1.2772000900440617e-06,0.00012651160000132222,0.0001369317999433406,0.0003863058000206365,0.0003770288000396249,0.034932299399997646,0.0015657981999993354,0.002256587000010768,0.002807878600015101
574,1.0983999800373568e-06,0.00012602040001183923,0.0001388059999953839,0.000387882199993328,0.0003791740000451682,0.034829914200008714,0.0015670289999434317,0.0022692575999371913,0.0028200186000049143
575,1.2811999567929888e-06,0.0001251836000392359,0.0001359567999770661,0.0003878651999912108,0.0003788115999213915,0.03522748040004444,0.0015764681999371533,0.0022916030000942555,0.002990102800004024
576,1.246799956788891e-06,0.00012942259991177707,0.00013731060003010497,0.00038839959997858384,0.00038004300004104154,0.03515736740000648,0.0015813342000001284,0.0023948054000356932,0.0027892965999853914
577,1.1006000477209455e-06,0.00012685239998972976,0.00013701720004064555,0.00039049440001690525,0.0003794562000166479,0.03499201559998255,0.0015822874000605224,0.0022745191999547386,0.0031435127999429823
578,1.364999980069115e-06,0.00012763540003106754,0.00013839119992553606,0.0003888420000748738,0.0003805503999501525,0.03823706660004973,0.001585586799956218,0.0022855834000893084,0.0031760795999161927
